image_id,file_path,class_name,source,dataset_split,license,checksum,source_repository,source_revision,source_image_path,source_annotation_path,source_object_label,source_group,crop_box
scratch-c1817a7ab587a2d0,classification/scratch/scratch-c1817a7ab587a2d0.jpg,scratch,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,9d4971f356b5c0b16bede1069f2c54a8351de5a49706a14e0eeaf526fb92c58f,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 260.png,Car parts dataset/File1/ann/Car damages 260.png.json,Scratch,Car parts dataset/File1/img/Car damages 260.png,"[0,0,599,599]"
scratch-6f7327ad9483cd88,classification/scratch/scratch-6f7327ad9483cd88.jpg,scratch,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,d8dd268a8fc740955fbfb00f58c12f131487b6f48618b5cf4dfb0416d1b5b48c,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 266.png,Car parts dataset/File1/ann/Car damages 266.png.json,Scratch,Car parts dataset/File1/img/Car damages 266.png,"[460,290,556,386]"
scratch-09627cb59b32dfe9,classification/scratch/scratch-09627cb59b32dfe9.jpg,scratch,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,635338072fdfaf5f21ea79229f35f1f2c11e59e1b545067f9825323d04f3eed9,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 390.png,Car parts dataset/File1/ann/Car damages 390.png.json,Scratch,Car parts dataset/File1/img/Car damages 390.png,"[95,175,299,379]"
scratch-77ed999aa539e168,classification/scratch/scratch-77ed999aa539e168.jpg,scratch,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,b8fcc60bd4aff4c2c3d6f56d4b1c703ac75d2bd7b795fdb44cd8d18029ad1f9b,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 424.png,Car parts dataset/File1/ann/Car damages 424.png.json,Scratch,Car parts dataset/File1/img/Car damages 424.png,"[294,334,390,430]"
scratch-ad5022b40f5ee074,classification/scratch/scratch-ad5022b40f5ee074.jpg,scratch,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,115b056ea982eadd86bfa993efe884ffdcd7e35264ea49575f5273320535fbcb,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 443.png,Car parts dataset/File1/ann/Car damages 443.png.json,Scratch,Car parts dataset/File1/img/Car damages 443.png,"[308,52,601,344]"
scratch-15a918a34dc2851e,classification/scratch/scratch-15a918a34dc2851e.jpg,scratch,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,b979515c028cba9a14d9b79e28ee2df149038610cf56eba232e8ef396463edad,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 451.png,Car parts dataset/File1/ann/Car damages 451.png.json,Scratch,Car parts dataset/File1/img/Car damages 451.png,"[102,162,488,548]"
scratch-0108fcb29e29f1c3,classification/scratch/scratch-0108fcb29e29f1c3.jpg,scratch,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,d857b51d430b3f620d87fbb8ce5dc83d3aa458f66fad5c81a78d7ceabd39e8e5,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 459.png,Car parts dataset/File1/ann/Car damages 459.png.json,Scratch,Car parts dataset/File1/img/Car damages 459.png,"[193,212,289,308]"
scratch-5e96fa683843c9e5,classification/scratch/scratch-5e96fa683843c9e5.jpg,scratch,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,bd2c5ae0493ccbafcb1c8a03a9bec82c5c70139da107865ca53197cc4efcb3f9,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 466.png,Car parts dataset/File1/ann/Car damages 466.png.json,Scratch,Car parts dataset/File1/img/Car damages 466.png,"[599,355,740,497]"
scratch-df04651ceb5a4753,classification/scratch/scratch-df04651ceb5a4753.jpg,scratch,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,b585ea1d9b54610c9d0abdc2d414d3eb2ced91ce6639630da5c0a2ac605d1275,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 615.png,Car parts dataset/File1/ann/Car damages 615.png.json,Scratch,Car parts dataset/File1/img/Car damages 615.png,"[206,264,302,360]"
scratch-e1af21f952bf9750,classification/scratch/scratch-e1af21f952bf9750.jpg,scratch,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,bd80c48d916242bcbbfee4bbc1078433fe807d9577e7ebccf0dfda2fd0fd75d3,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 618.png,Car parts dataset/File1/ann/Car damages 618.png.json,Scratch,Car parts dataset/File1/img/Car damages 618.png,"[226,226,322,322]"
scratch-9d7bb28a66cb06e9,classification/scratch/scratch-9d7bb28a66cb06e9.jpg,scratch,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,8d6c0df1c01ca2956288b26b6e5d5bd0b9a81c5b773fa9fa0fb1a2eb109aebb9,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 638.png,Car parts dataset/File1/ann/Car damages 638.png.json,Scratch,Car parts dataset/File1/img/Car damages 638.png,"[426,258,522,354]"
scratch-e2a6e9e164fb3723,classification/scratch/scratch-e2a6e9e164fb3723.jpg,scratch,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,85b48547800a8b02827b03bac2248a1fdf76c2bf58220839cd1f08fc6887d079,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 758.jpg,Car parts dataset/File1/ann/Car damages 758.jpg.json,Scratch,Car parts dataset/File1/img/Car damages 758.jpg,"[224,303,327,407]"
scratch-9ad7aca8c5185062,classification/scratch/scratch-9ad7aca8c5185062.jpg,scratch,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,1501e9dec86d9e9e0f64ba5702f528f728163041893c0a8149a14aec1e034f25,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 809.jpg,Car parts dataset/File1/ann/Car damages 809.jpg.json,Scratch,Car parts dataset/File1/img/Car damages 809.jpg,"[440,153,536,249]"
scratch-4f2bb5b9bfb7f895,classification/scratch/scratch-4f2bb5b9bfb7f895.jpg,scratch,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,536bcd2103beae80673213f19186c59fdf90d636b89b97c0b442ab19eaed4c02,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 865.png,Car parts dataset/File1/ann/Car damages 865.png.json,Scratch,Car parts dataset/File1/img/Car damages 865.png,"[278,274,374,370]"
scratch-172ce005d417b7b8,classification/scratch/scratch-172ce005d417b7b8.jpg,scratch,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,069b0a74a16f1b69b759de941de00882bfb3fc43ee08370f8f2fbd9a11549f28,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 919.png,Car parts dataset/File1/ann/Car damages 919.png.json,Scratch,Car parts dataset/File1/img/Car damages 919.png,"[251,279,400,429]"
scratch-8783cf1f6612cdee,classification/scratch/scratch-8783cf1f6612cdee.jpg,scratch,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,a1156135cdddb5759d351060514b0424f5eba3e2e3e7a625db0229f6d067e50e,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 989.png,Car parts dataset/File1/ann/Car damages 989.png.json,Scratch,Car parts dataset/File1/img/Car damages 989.png,"[61,133,157,229]"
